num_annotation	genre_id	genre	pt_word	recapitalized_sent	pt_sentence_bold	num_annotators	min_annotation_time	max_annotation_time	avg_annotation_time	num_candidate_substitutions	num_unqiue_candidate_substituions
713	165-310	news	assistência	"A Secretaria Estadual de Assistência Social e Direitos Humanos divulgou ontem uma nota informando que o coronel já havia sido preso sob a acusação de tráfico de crianças na década de 90, quando ele ainda era capitão"	"A Secretaria Estadual de <strong>Assistência</strong> Social e Direitos Humanos divulgou ontem uma nota informando que o coronel já havia sido preso sob a acusação de tráfico de crianças na década de 90, quando ele ainda era capitão"	21	2	14059	97.4	2	1
905	9310-244	news	iminência	"Portanto, estamos na iminência de perder esse legado que é a participação popular, disse a professora à EBC"	"Portanto, estamos na <strong>iminência</strong> de perder esse legado que é a participação popular, disse a professora à EBC"	21	2	14059	97.26	4	4
1110	1050-176	news	democracia	"E, ao mesmo tempo, criou uma poderosa máquina de propaganda para disseminar a ideologia da democracia liberal de bem-estar social e do american way of life, como padrões políticos e de vida ideais"	"E, ao mesmo tempo, criou uma poderosa máquina de propaganda para disseminar a ideologia da <strong>democracia</strong> liberal de bem-estar social e do american way of life, como padrões políticos e de vida ideais"	21	2	14059	97.77	1	1
714	87-240	news	grupo	"A Dotz tem parceria com Easy Live, empresa de entretenimento do grupo Artplan, que também promove o Rock in Rio"	"A Dotz tem parceria com Easy Live, empresa de entretenimento do <strong>grupo</strong> Artplan, que também promove o Rock in Rio"	21	2	14059	97.94	3	3
514	2358-283	news	controles	"O outro trabalho em execução pela CGE se dedica a traçar o ponto de risco e a consequente revisão dos controles das despesas para realização de pequenos reparos nas unidades escolares, bem como para manutenção da estrutura física custeada com recursos repassados aos Conselhos Deliberativos da Comunidade Escolar (CDCEs)"	"O outro trabalho em execução pela CGE se dedica a traçar o ponto de risco e a consequente revisão dos <strong>controles</strong> das despesas para realização de pequenos reparos nas unidades escolares, bem como para manutenção da estrutura física custeada com recursos repassados aos Conselhos Deliberativos da Comunidade Escolar (CDCEs)"	21	2	14059	98.02	1	1
1111	35-305	news	produtos	"A pesquisadora afirma ainda que há poucos produtos no mercado voltados para os celíacos e os que são encontrados geralmente não são saborosos, além de terem custo alto"	"A pesquisadora afirma ainda que há poucos <strong>produtos</strong> no mercado voltados para os celíacos e os que são encontrados geralmente não são saborosos, além de terem custo alto"	21	2	14059	98.11	0	0
906	11496-49	news	silvicultura	"Estamos trabalhando em um texto substitutivo que autoriza a compra de terras dentro de certos limites, disse o deputado, que coordena a Frente Parlamentar de Silvicultura"	"Estamos trabalhando em um texto substitutivo que autoriza a compra de terras dentro de certos limites, disse o deputado, que coordena a Frente Parlamentar de <strong>Silvicultura</strong>"	21	2	14059	98.2	2	2
515	1653	bible	cair	"Então disse Saul: Assim direis a Davi: O rei não tem necessidade de dote, senão de cem prepúcios de filisteus, para se tomar vingança dos inimigos do rei. Porquanto Saul tentava fazer cair a Davi pela mão dos filisteus."	"Então disse Saul: Assim direis a Davi: O rei não tem necessidade de dote, senão de cem prepúcios de filisteus, para se tomar vingança dos inimigos do rei. Porquanto Saul tentava fazer <strong>cair</strong> a Davi pela mão dos filisteus."	21	2	14059	98.16	1	1
907	98	bible	palavras	"Inclina o teu ouvido e ouve as palavras dos sábios, e aplica o teu coração ao meu conhecimento."	"Inclina o teu ouvido e ouve as <strong>palavras</strong> dos sábios, e aplica o teu coração ao meu conhecimento."	21	2	14059	98.03	2	2
1112	121-25	news	reunião	A notícia foi divulgada nesta segunda-feira (12) pela Rádio Vaticano e o encontro marcou o fim da semana de reunião do grupo instituído pelo próprio Pontífice para debater os relatos de abusos do clero	A notícia foi divulgada nesta segunda-feira (12) pela Rádio Vaticano e o encontro marcou o fim da semana de <strong>reunião</strong> do grupo instituído pelo próprio Pontífice para debater os relatos de abusos do clero	21	2	14059	97.93	0	0
908	1582	bible	mármore	"Eu, pois, com todas as minhas forças já tenho preparado para a casa de meu Deus ouro para as obras de ouro, e prata para as de prata, e cobre para as de cobre, ferro para as de ferro e madeira para as de madeira, pedras de ónix, e as de engaste, e pedras ornamentais, e pedras de diversas cores, e toda a sorte de pedras preciosas, e pedras de mármore em abundância."	"Eu, pois, com todas as minhas forças já tenho preparado para a casa de meu Deus ouro para as obras de ouro, e prata para as de prata, e cobre para as de cobre, ferro para as de ferro e madeira para as de madeira, pedras de ónix, e as de engaste, e pedras ornamentais, e pedras de diversas cores, e toda a sorte de pedras preciosas, e pedras de <strong>mármore</strong> em abundância."	21	2	14059	98	0	0
715	149-106	news	fundos	"Os desvios de conduta nos fundos de pensão – evidenciados, por exemplo, na Operação Greenfield da Polícia Federal, que teve como foco Previ, Petros, Funcef e Postalis – são pontos fora da curva do sistema, afirmou o presidente da Associação Brasileira das Entidades Fechadas de Previdência Complementar (Abrapp), José Ribeiro Pena Neto"	"Os desvios de conduta nos <strong>fundos</strong> de pensão – evidenciados, por exemplo, na Operação Greenfield da Polícia Federal, que teve como foco Previ, Petros, Funcef e Postalis – são pontos fora da curva do sistema, afirmou o presidente da Associação Brasileira das Entidades Fechadas de Previdência Complementar (Abrapp), José Ribeiro Pena Neto"	21	2	14059	97.87	1	1
516	2056	bible	céus	"O SENHOR, com sabedoria fundou a terra; com entendimento preparou os céus."	"O SENHOR, com sabedoria fundou a terra; com entendimento preparou os <strong>céus.</strong>"	21	2	14059	97.79	0	0
1113	655	bible	conselho	"Depois os principais dos sacerdotes e os fariseus formaram conselho, e diziam: Que faremos? porquanto este homem faz muitos sinais."	"Depois os principais dos sacerdotes e os fariseus formaram <strong>conselho,</strong> e diziam: Que faremos? porquanto este homem faz muitos sinais."	21	2	14059	97.79	4	2
909	25750673	biomed	oxigênio	Ratos Wistar foram expostos a HI (21-5% de oxigênio) durante 6 semanas - o grupo HI crônica (HIC) - ou a normóxia durante 6 semanas - o grupo controle.	Ratos Wistar foram expostos a HI (21-5% de <strong>oxigênio)</strong> durante 6 semanas - o grupo HI crônica (HIC) - ou a normóxia durante 6 semanas - o grupo controle.	21	2	14059	97.65	2	1
716	26229875	biomed	transcrição	A expressão dos genes de colágeno foi avaliada por reação em cadeia da polimerase após transcrição reversa com análise quantitativa (qRT-PCR).	A expressão dos genes de colágeno foi avaliada por reação em cadeia da polimerase após <strong>transcrição</strong> reversa com análise quantitativa (qRT-PCR).	21	2	14059	97.6	2	2
517	105	bible	diligência	"Portanto, assim como em tudo abundais em fé, e em palavra, e em ciência, e em toda a diligência, e em vosso amor para conosco, assim também abundeis nesta graça."	"Portanto, assim como em tudo abundais em fé, e em palavra, e em ciência, e em toda a <strong>diligência,</strong> e em vosso amor para conosco, assim também abundeis nesta graça."	21	2	14059	97.56	4	4
910	24016654	biomed	família	"Recomendações quanto ao uso de preditores como proteína C reativa, leucocitose, azotemia, hipoalbuminemia e sexo masculino apresentaram uma força grau B. Formular o prognóstico vital e comunicá-lo adequadamente ao doente e família são competências cruciais dos médicos, particularmente daqueles que lidam com doentes em fimde vida."	"Recomendações quanto ao uso de preditores como proteína C reativa, leucocitose, azotemia, hipoalbuminemia e sexo masculino apresentaram uma força grau B. Formular o prognóstico vital e comunicá-lo adequadamente ao doente e <strong>família</strong> são competências cruciais dos médicos, particularmente daqueles que lidam com doentes em fimde vida."	21	2	14059	97.44	2	2
1114	52-256	news	horas	"Estamos procurando colocar mais postos de saúde 24 horas para que as pessoas não precisem se deslocar a longa distância para a Upa, afirma"	"Estamos procurando colocar mais postos de saúde 24 <strong>horas</strong> para que as pessoas não precisem se deslocar a longa distância para a Upa, afirma"	21	2	14059	97.38	0	0
717	577	bible	cananeus	"Voltai-vos, e parti, e ide à montanha dos amorreus, e a todos os seus vizinhos, à planície, e à montanha, e ao vale, e ao sul, e à margem do mar; à terra dos cananeus, e ao Líbano, até ao grande rio, o rio Eufrates."	"Voltai-vos, e parti, e ide à montanha dos amorreus, e a todos os seus vizinhos, à planície, e à montanha, e ao vale, e ao sul, e à margem do mar; à terra dos <strong>cananeus,</strong> e ao Líbano, até ao grande rio, o rio Eufrates."	21	2	14059	97.48	1	1
911	83	bible	floresta	"E o resto das árvores da sua floresta será tão pouco em número, que um menino poderá contá-las."	"E o resto das árvores da sua <strong>floresta</strong> será tão pouco em número, que um menino poderá contá-las."	21	2	14059	97.41	0	0
518	26926902	biomed	ovulação	"Doenças em estádio terminal cursam tipicamente com distúrbios do eixo hipotálamo-hipófise-ovário, com consequente anovulação e infertilidade."	"Doenças em estádio terminal cursam tipicamente com distúrbios do eixo hipotálamo-hipófise-ovário, com consequente anovulação e infertilidade."	21	2	14059	97.3	0	0
1115	13-158	news	pessoal	Estimular o aperfeiçoamento permanente dos docentes e do pessoal técnico	Estimular o aperfeiçoamento permanente dos docentes e do <strong>pessoal</strong> técnico	21	2	14059	97.18	2	2
718	410-50	news	movimentos	"Seus movimentos políticos, seus encontros, seus discursos estão restritos aos seus aduladores, e o pouco que aparece na imprensa é para relatar suas tentativas frustradas de tentar criar uma discussão, que ninguém, nem seu partido, está interessado em debater, pelo menos, não com ela"	"Seus <strong>movimentos</strong> políticos, seus encontros, seus discursos estão restritos aos seus aduladores, e o pouco que aparece na imprensa é para relatar suas tentativas frustradas de tentar criar uma discussão, que ninguém, nem seu partido, está interessado em debater, pelo menos, não com ela"	21	2	14059	97.08	1	1
912	23697359	biomed	natação	"Os atletas olímpicos têm um risco aumentado de asma e alergia, principalmente aqueles que participam em desportos de resistência, tais como natação ou corrida, e em desportos de inverno."	"Os atletas olímpicos têm um risco aumentado de asma e alergia, principalmente aqueles que participam em desportos de resistência, tais como <strong>natação</strong> ou corrida, e em desportos de inverno."	21	2	14059	96.94	0	0
519	447	bible	repreendas	"Que pregues a palavra, instes a tempo e fora de tempo, redarguas, repreendas, exortes, com toda a longanimidade e doutrina."	"Que pregues a palavra, instes a tempo e fora de tempo, redarguas, <strong>repreendas,</strong> exortes, com toda a longanimidade e doutrina."	21	2	14059	97.32	3	3
719	231	bible	apascentava	E pós três dias de caminho entre si e Jacó; e Jacó apascentava o restante dos rebanhos de Labão.	E pós três dias de caminho entre si e Jacó; e Jacó <strong>apascentava</strong> o restante dos rebanhos de Labão.	21	2	14059	97.6	3	3
1116	389	bible	alegria	"Porque assim diz o SENHOR dos Exércitos, o Deus de Israel: Eis que farei cessar, neste lugar, perante os vossos olhos, e em vossos dias, a voz de gozo e a voz de alegria, a voz do esposo e a voz da esposa."	"Porque assim diz o SENHOR dos Exércitos, o Deus de Israel: Eis que farei cessar, neste lugar, perante os vossos olhos, e em vossos dias, a voz de gozo e a voz de <strong>alegria,</strong> a voz do esposo e a voz da esposa."	21	2	14059	97.54	1	1
913	23815832	biomed	distribuição	"O objectivo deste trabalho é determinar a distribuição da mucosa olfactiva humana a partir do estudo histológico, por microscopia óptica, de peças anatómicas da região olfactiva obtidas do cadáver."	"O objectivo deste trabalho é determinar a <strong>distribuição</strong> da mucosa olfactiva humana a partir do estudo histológico, por microscopia óptica, de peças anatómicas da região olfactiva obtidas do cadáver."	21	2	14059	97.42	0	0
1117	433	bible	escudo	"Bem-aventurado tu, ó Israel! Quem é como tu? Um povo salvo pelo SENHOR, o escudo do teu socorro, e a espada da tua majestade; por isso os teus inimigos te serão sujeitos, e tu pisarás sobre as suas alturas."	"Bem-aventurado tu, ó Israel! Quem é como tu? Um povo salvo pelo SENHOR, o <strong>escudo</strong> do teu socorro, e a espada da tua majestade; por isso os teus inimigos te serão sujeitos, e tu pisarás sobre as suas alturas."	21	2	14059	97.32	0	0
720	29213408	biomed	neurônios	"Há cinco anos, entretanto, nós relatamos que baixas concentrações do DNF protegem neurônios da toxicidade do peptídeo β-amilóide."	"Há cinco anos, entretanto, nós relatamos que baixas concentrações do DNF protegem <strong>neurônios</strong> da toxicidade do peptídeo β-amilóide."	21	2	14059	97.21	0	0
520	2497	bible	irmãos	"E aquele homem, o senhor da terra, nos disse: Nisto conhecerei que vós sois homens de retidão; deixai comigo um de vossos irmãos, e tomai para a fome de vossas casas, e parti,"	"E aquele homem, o senhor da terra, nos disse: Nisto conhecerei que vós sois homens de retidão; deixai comigo um de vossos <strong>irmãos,</strong> e tomai para a fome de vossas casas, e parti,"	21	2	14059	97.33	1	1
914	25741120	biomed	fases	"O presente artigo revisa as diferentes fases desta classificação, sua eficácia diagnóstica e os aspectos mais controversos de sua utilização."	"O presente artigo revisa as diferentes <strong>fases</strong> desta classificação, sua eficácia diagnóstica e os aspectos mais controversos de sua utilização."	21	2	14059	97.22	3	2
521	1029	bible	pernas	"O SENHOR te ferirá com úlceras malignas nos joelhos e nas pernas, de que não possas sarar, desde a planta do teu pé até ao alto da cabeça."	"O SENHOR te ferirá com úlceras malignas nos joelhos e nas <strong>pernas,</strong> de que não possas sarar, desde a planta do teu pé até ao alto da cabeça."	21	2	14059	97.21	0	0
915	42-286	news	moeda	"Por isso, a empresa resolveu investir na máquina Cata Moeda Prosegur, instala na unidade do Alto da XV do grupo"	"Por isso, a empresa resolveu investir na máquina Cata <strong>Moeda</strong> Prosegur, instala na unidade do Alto da XV do grupo"	21	2	14059	97.21	2	2
721	25203958	biomed	estabelecimento	Introdução: A angiogénese é um factor determinante no estabelecimento e desenvolvimento das lesões de endometriose.	Introdução: A angiogénese é um factor determinante no <strong>estabelecimento</strong> e desenvolvimento das lesões de endometriose.	21	2	14059	97.12	3	3
1118	13365-79	news	rascunho	"Está pronto o rascunho do texto da Lei Geral de Licenciamento Ambiental, que o governo Temer pretende enviar ao Congresso no final de setembro"	"Está pronto o <strong>rascunho</strong> do texto da Lei Geral de Licenciamento Ambiental, que o governo Temer pretende enviar ao Congresso no final de setembro"	21	2	14059	97.03	4	2
1119	844-132	news	conclusões	Se existem duas grandes categorias de escritores – os que pensam e os que fazem pensar – é possível afirmar que as ideias e as conclusões documentadas por Denian Couto Coelho o qualificam junto a ambas	Se existem duas grandes categorias de escritores – os que pensam e os que fazem pensar – é possível afirmar que as ideias e as <strong>conclusões</strong> documentadas por Denian Couto Coelho o qualificam junto a ambas	21	2	14059	97.11	3	2
522	497-188	news	emendas	0	0	21	2	14059	97.07	0	0
916	199	bible	corações	"Para que os seus corações sejam consolados, e estejam unidos em amor, e enriquecidos da plenitude da inteligência, para conhecimento do mistério de Deus e Pai, e de Cristo,"	"Para que os seus <strong>corações</strong> sejam consolados, e estejam unidos em amor, e enriquecidos da plenitude da inteligência, para conhecimento do mistério de Deus e Pai, e de Cristo,"	21	2	14059	96.96	1	1
1120	27556874	biomed	formulários	geração de instrumento composto por cinco formulários; proposta de indicadores específicos de geração de resíduos para unidades assistenciais de saúde sem internação e indicador de desempenho que pontua o atendimento à legislação vigente.	geração de instrumento composto por cinco <strong>formulários;</strong> proposta de indicadores específicos de geração de resíduos para unidades assistenciais de saúde sem internação e indicador de desempenho que pontua o atendimento à legislação vigente.	21	2	14059	96.94	4	3
523	509	bible	lábios	"O homem ímpio cava o mal, e nos seus lábios há como que uma fogueira."	"O homem ímpio cava o mal, e nos seus <strong>lábios</strong> há como que uma fogueira."	21	2	14059	96.9	0	0
917	228-44	news	monitoramento	"Perímetro, controle de acesso de pedestres e veículos, distribuição de equipe de vigilância, treinamento da equipe de segurança, interface com órgãos de segurança, sistema de monitoramento e vigilância e confinamento de itens de alto valor agregado são aspectos a serem considerados na análise e no reforço da proteção dos ativos"	"Perímetro, controle de acesso de pedestres e veículos, distribuição de equipe de vigilância, treinamento da equipe de segurança, interface com órgãos de segurança, sistema de <strong>monitoramento</strong> e vigilância e confinamento de itens de alto valor agregado são aspectos a serem considerados na análise e no reforço da proteção dos ativos"	21	2	14059	96.79	3	3
722	794	bible	dê	"Que ele me dê a cova de Macpela, que ele tem no fim do seu campo; que ma dê pelo devido preço em herança de sepulcro no meio de vós."	"Que ele me <strong>dê</strong> a cova de Macpela, que ele tem no fim do seu campo; que ma dê pelo devido preço em herança de sepulcro no meio de vós."	21	2	14059	96.67	3	3
1121	23815832	biomed	distribuição	"O valor mínimo observado foi de 12 mm.Conclusões: A mucosa olfactiva estende-se pelo corneto superior e médio e pelo septo nasal confrontante numa distância que nunca é inferior a 12 mm e que pode ultrapassar os 16 mm. O conhecimento da distribuição exacta da mucosa olfactiva nas fossas nasais pode ser útil para orientar a colheita em seres humanos, com propósitos diagnósticos ou terapêuticos."	"O valor mínimo observado foi de 12 mm.Conclusões: A mucosa olfactiva estende-se pelo corneto superior e médio e pelo septo nasal confrontante numa distância que nunca é inferior a 12 mm e que pode ultrapassar os 16 mm. O conhecimento da <strong>distribuição</strong> exacta da mucosa olfactiva nas fossas nasais pode ser útil para orientar a colheita em seres humanos, com propósitos diagnósticos ou terapêuticos."	21	2	14059	96.59	2	2
918	2306	bible	Senhor	"Agora, pois, ó Senhor, nosso Deus, que tiraste o teu povo da terra do Egito com mão poderosa, e ganhaste para ti nome, como hoje se vê; temos pecado, temos procedido impiamente."	"Agora, pois, ó <strong>Senhor,</strong> nosso Deus, que tiraste o teu povo da terra do Egito com mão poderosa, e ganhaste para ti nome, como hoje se vê; temos pecado, temos procedido impiamente."	21	2	14059	96.5	1	1
723	1469	bible	mulher	"Os filhos de Raquel, mulher de Jacó: José e Benjamim."	"Os filhos de Raquel, <strong>mulher</strong> de Jacó: José e Benjamim."	21	2	14059	96.41	1	1
524	23697357	biomed	terapia	"O paradigma da investigação actual, no que diz respeito à antibioterapia nas situações de meningite bacteriana, gira sobretudo em torno da dicotomia: esquemas de curta duração versus esquemas de longa duração."	"O paradigma da investigação actual, no que diz respeito à antibioterapia nas situações de meningite bacteriana, gira sobretudo em torno da dicotomia: esquemas de curta duração versus esquemas de longa duração."	21	2	14059	96.77	2	1
919	469-328	news	negociações	"Na oportunidade, Agustín Rossi também assinou a decisão do governo argentino de iniciar as negociações para aquisição de 24 caças suecos Gripen NG que serão produzidos no Brasil"	"Na oportunidade, Agustín Rossi também assinou a decisão do governo argentino de iniciar as <strong>negociações</strong> para aquisição de 24 caças suecos Gripen NG que serão produzidos no Brasil"	21	2	14059	96.75	1	1
1122	920-209	news	credibilidade	"Na abertura do Fórum Nacional, no Rio, Maria Silvia indicou que o momento econômico do País é um dos mais difíceis de sua história, com investimentos parados em função da crise de confiança e credibilidade"	"Na abertura do Fórum Nacional, no Rio, Maria Silvia indicou que o momento econômico do País é um dos mais difíceis de sua história, com investimentos parados em função da crise de confiança e <strong>credibilidade</strong>"	21	2	14059	96.66	4	3
724	179-63	news	hoje	"A combinação das roupas de hoje custou em torno de 200 reais, escreveu a jornalista e apresentadora na legenda que acompanhou a publicação"	"A combinação das roupas de <strong>hoje</strong> custou em torno de 200 reais, escreveu a jornalista e apresentadora na legenda que acompanhou a publicação"	21	2	14059	96.69	1	1
525	183	bible	reparo	"Então o rei Joás chamou o sacerdote Joiada e os mais sacerdotes, e lhes disse: Por que não reparais as fendas da casa? Agora, pois, não tomeis mais dinheiro de vossos conhecidos, mas entregai-o para o reparo das fendas da casa."	"Então o rei Joás chamou o sacerdote Joiada e os mais sacerdotes, e lhes disse: Por que não reparais as fendas da casa? Agora, pois, não tomeis mais dinheiro de vossos conhecidos, mas entregai-o para o <strong>reparo</strong> das fendas da casa."	21	2	14059	96.58	5	2
1123	202-283	news	problemas	Na hora da reunião a gente senta e coloca todos os problemas e decide o que fazer junto com a comunidade	Na hora da reunião a gente senta e coloca todos os <strong>problemas</strong> e decide o que fazer junto com a comunidade	21	2	14059	96.53	1	1
920	1228	bible	obras	"Que façam bem, enriqueçam em boas obras, repartam de boa mente, e sejam comunicáveis;"	"Que façam bem, enriqueçam em boas <strong>obras,</strong> repartam de boa mente, e sejam comunicáveis;"	21	2	14059	96.55	1	1
725	709	bible	salmos	"Apresentemo-nos ante a sua face com louvores, e celebremo-lo com salmos."	"Apresentemo-nos ante a sua face com louvores, e celebremo-lo com <strong>salmos.</strong>"	21	2	14059	96.49	1	1
526	1416	bible	boca	Samuel capítulo 2	Samuel capítulo 2	21	2	14059	96.56	1	1
1124	24388256	biomed	arquivo	"Objetivo: Descrever a experiência em gestão e cirurgias de abdómen aberto usando a bolsa MALA (Maior Absorção de Líquido Abdominal).Material e Métodos: Estudo descritivo, incluindo todos os doentes com o diagnóstico de abdómen aberto gerido com a bolsa MALA internados na Unidade de Cuidados Intensivos Obstétricos de Fevereiro de 2009 a Junho de 2012.Resultados: Dos 25 casos identificados no período do estudo, sete foram eliminados por arquivos incompletos, permanecendo 18 casos para a análise."	"Objetivo: Descrever a experiência em gestão e cirurgias de abdómen aberto usando a bolsa MALA (Maior Absorção de Líquido Abdominal).Material e Métodos: Estudo descritivo, incluindo todos os doentes com o diagnóstico de abdómen aberto gerido com a bolsa MALA internados na Unidade de Cuidados Intensivos Obstétricos de Fevereiro de 2009 a Junho de 2012.Resultados: Dos 25 casos identificados no período do estudo, sete foram eliminados por <strong>arquivos</strong> incompletos, permanecendo 18 casos para a análise."	21	2	14059	96.55	2	2
921	658-139	news	compromisso	"Fortalecer o setor terciário gaúcho é um compromisso do Sistema Fecomércio-RS/Sesc/Senac, e comemorar este marco que é os 70 anos de atuação de duas grandes instituições como o Sesc e o Senac, chancela nossa missão de desenvolver um trabalho totalmente voltado para as necessidades dos gaúchos, afirma o presidente do Sistema Fecomércio-RS/ Sesc/ Senac, Luiz Carlos Bohn"	"Fortalecer o setor terciário gaúcho é um <strong>compromisso</strong> do Sistema Fecomércio-RS/Sesc/Senac, e comemorar este marco que é os 70 anos de atuação de duas grandes instituições como o Sesc e o Senac, chancela nossa missão de desenvolver um trabalho totalmente voltado para as necessidades dos gaúchos, afirma o presidente do Sistema Fecomércio-RS/ Sesc/ Senac, Luiz Carlos Bohn"	21	2	14059	96.52	3	3
726	27818548	biomed	cerebelo	O termo rombencefalite se refere a doenças inflamatórias que afetam o rombencéfalo (tronco cerebral e cerebelo).	O termo rombencefalite se refere a doenças inflamatórias que afetam o rombencéfalo (tronco cerebral e <strong>cerebelo).</strong>	21	2	14059	96.51	1	1
527	810	bible	preceitos	"E observava os preceitos do seu Deus, e os da purificação; como também os cantores e porteiros, conforme ao mandado de Davi e de seu filho Salomão."	"E observava os <strong>preceitos</strong> do seu Deus, e os da purificação; como também os cantores e porteiros, conforme ao mandado de Davi e de seu filho Salomão."	21	2	14059	96.48	3	3
1125	297-15	news	consumidores	"Próximo à Via Dutra e à Via Light, o shopping que leva o nome da cidade contará com uma atmosfera moderna e de qualidade, que trará marcas exclusivas para a região, além de reunir opções de serviço, entretenimento e lazer pensados especialmente para atender as necessidades da clientela local e proporcionar uma experiência única aos consumidores"	"Próximo à Via Dutra e à Via Light, o shopping que leva o nome da cidade contará com uma atmosfera moderna e de qualidade, que trará marcas exclusivas para a região, além de reunir opções de serviço, entretenimento e lazer pensados especialmente para atender as necessidades da clientela local e proporcionar uma experiência única aos <strong>consumidores</strong>"	21	2	14059	96.42	4	3
922	25017341	biomed	pólipos	"Introdução: A Organização Mundial de Saúde reviu a classificação para os pólipos serreados do cólon em 2010. Uma nova entidade, o adenoma serreado séssil, foi incluída com duas variantes: com e sem displasia citológica."	"Introdução: A Organização Mundial de Saúde reviu a classificação para os <strong>pólipos</strong> serreados do cólon em 2010. Uma nova entidade, o adenoma serreado séssil, foi incluída com duas variantes: com e sem displasia citológica."	21	2	14059	96.3	1	1
727	1603	bible	dia	"E todas as panelas em Jerusalém e Judá serão consagradas ao SENHOR dos Exércitos, e todos os que sacrificarem virão, e delas tomarão, e nelas cozerão. E, naquele dia não haverá mais cananeu na casa do SENHOR dos Exércitos."	"E todas as panelas em Jerusalém e Judá serão consagradas ao SENHOR dos Exércitos, e todos os que sacrificarem virão, e delas tomarão, e nelas cozerão. E, naquele <strong>dia</strong> não haverá mais cananeu na casa do SENHOR dos Exércitos."	21	2	14059	96.23	0	0
923	2302	bible	mardoqueu	"Enforcaram, pois, a Hamã na forca, que ele tinha preparado para Mardoqueu. Então o furor do rei se aplacou."	"Enforcaram, pois, a Hamã na forca, que ele tinha preparado para <strong>Mardoqueu.</strong> Então o furor do rei se aplacou."	21	2	14059	96.29	0	0
1126	27349783	biomed	lente	Os antecedentes oftalmológicos incluíam o uso de lente de contacto semi-rígida e glaucoma primário de ângulo aberto.	Os antecedentes oftalmológicos incluíam o uso de <strong>lente</strong> de contacto semi-rígida e glaucoma primário de ângulo aberto.	21	2	14059	96.33	2	2
528	23809742	biomed	Norte	O objectivo deste trabalho é descrever a utilização e resultados desta estratégia no contexto de um registo prospectivo comunitário na Região Norte de Portugal.	O objectivo deste trabalho é descrever a utilização e resultados desta estratégia no contexto de um registo prospectivo comunitário na Região <strong>Norte</strong> de Portugal.	21	2	14059	96.25	0	0
728	26061504	biomed	retina	"Introdução: A tomografia de coerência óptica é um exame que permite obter imagens de alta resolução dos tecidos in vivo, possibilitando a medição das estruturas oculares, nomeadamente a camada de fibras nervosas da retina e a espessura macular."	"Introdução: A tomografia de coerência óptica é um exame que permite obter imagens de alta resolução dos tecidos in vivo, possibilitando a medição das estruturas oculares, nomeadamente a camada de fibras nervosas da <strong>retina</strong> e a espessura macular."	21	2	14059	96.27	0	0
529	678-123	news	relatório	"No relatório sobre Abreu e Lima os auditores concluíram que o consórcio formado por Queiroz Galvão e Iesa  agiu em conluio e pagou propina a agentes públicos para que a licitação para as obras ficasse restrita a poucas empresas e fosse direcionada, de forma a inflar os valores do contrato"	"No <strong>relatório</strong> sobre Abreu e Lima os auditores concluíram que o consórcio formado por Queiroz Galvão e Iesa agiu em conluio e pagou propina a agentes públicos para que a licitação para as obras ficasse restrita a poucas empresas e fosse direcionada, de forma a inflar os valores do contrato"	21	2	14059	96.15	2	2
924	455-255	news	ocasião	Na ocasião os aliados da ditadura ou do regime discricionário como queiram sabendo do quanto às diretas desgastariam a imagem do poder iniciaram uma incrível e maciça infidelidade partidária migrando parte para o PMDB e criando a Frente Liberal apresentando a nação o PFL	Na <strong>ocasião</strong> os aliados da ditadura ou do regime discricionário como queiram sabendo do quanto às diretas desgastariam a imagem do poder iniciaram uma incrível e maciça infidelidade partidária migrando parte para o PMDB e criando a Frente Liberal apresentando a nação o PFL	21	2	14059	96.7	2	2
1127	888	bible	acácia	"Assim, fiz uma arca de madeira de acácia, e alisei duas tábuas de pedra, como as primeiras; e subi ao monte com as duas tábuas na minha mão."	"Assim, fiz uma arca de madeira de <strong>acácia,</strong> e alisei duas tábuas de pedra, como as primeiras; e subi ao monte com as duas tábuas na minha mão."	21	2	14059	96.68	1	1
530	25017346	biomed	fertilização	"Conclusão: Este estudo sugere que a oclusão tubar unilateral, induzida pelo dispositivo Essure®, melhora os resultados do tratamento com fertilização in vitro em casos de infertilidade associada a hidrossalpinge unilateral, visível no exame ecográfico transvaginal."	"Conclusão: Este estudo sugere que a oclusão tubar unilateral, induzida pelo dispositivo Essure®, melhora os resultados do tratamento com <strong>fertilização</strong> in vitro em casos de infertilidade associada a hidrossalpinge unilateral, visível no exame ecográfico transvaginal."	21	2	14059	96.83	2	2
1128	24388251	biomed	puberdade	"Material e Métodos: Estudo retrospectivo de doentes com síndrome de Turner, seguidas nos Serviços de Endocrinologia ou Reprodução Humana dos Hospitais da Universidade de Coimbra - Centro Hospitalar e Universitário de Coimbra, E.P.E. Avaliou-se toda a amostra e consideraram-se o grupo 1 (com puberdade e menarca espontânea) e grupo 2 (sem puberdade espontânea)."	"Material e Métodos: Estudo retrospectivo de doentes com síndrome de Turner, seguidas nos Serviços de Endocrinologia ou Reprodução Humana dos Hospitais da Universidade de Coimbra - Centro Hospitalar e Universitário de Coimbra, E.P.E. Avaliou-se toda a amostra e consideraram-se o grupo 1 (com <strong>puberdade</strong> e menarca espontânea) e grupo 2 (sem puberdade espontânea)."	21	2	14059	96.72	3	2
